0,-2,96,1,623056,0,78
0,02,-2,96,1,623056,0,78
0,12,-2,920429,1,623056,0,7741575
0,22,-2,683003,1,623056,0,7391029
0,32,-2,336756,1,623056,0,6879816
0,42,-1,99051,1,623056,0,6368603
0,5,-1,650256,1,623056,0,5866238
0,6,-1,30401,1,623056,0,5355025
0,7,-0,96631,1,623056,0,4856431
0,8,-0,6200633,1,623056,0,4345218
0,9,-0,2738171,1,623056,0,3834005
1,0,07242966,1,623056,0,3322792
1,1,0,4186759,1,623056,0,2811579
1,2,0,7649226,1,623056,0,2300366
1,3,1,089147,1,623056,0,1821667
1,4,1,435393,1,623056,0,1310455
1,5,1,78164,1,623056,0,07992411
1,6,2,127886,1,623056,0,02880281
1,7,2,474133,1,623056,-0,02231848
1,8,2,820379,1,623056,-0,07343984
1,9,3,166626,1,623056,-0,1245611
2,3,512872,1,623056,-0,1756825
2,1,3,859118,1,623056,-0,2268038
2,2,4,02731,1,623056,-0,3690107
2,3,4,011798,1,623056,-0,5902915
2,4,3,807255,1,623056,-0,874302
2,5,3,597744,1,623056,-1,146029
2,6,3,38305,1,623056,-1,422446
2,7,3,169369,1,623056,-1,697319
2,8,2,954542,1,623056,-1,973632
2,9,2,739712,1,623056,-2,249944
3,2,524882,1,623056,-2,526255
3,1,2,310051,1,623056,-2,802567
3,2,2,095221,1,623056,-3,078878
3,3,1,783455,1,623056,-3,19379
3,4,1,44905,1,623056,-3,297102
3,5,1,114063,1,623056,-3,398512
3,6,0,7790046,1,623056,-3,499683
3,7,0,4439354,1,623056,-3,600819
3,8,0,1088643,1,623056,-3,70195
3,9,-0,2262073,1,623056,-3,803079
4,-0,5612788,1,623056,-3,904208
4,08,-0,8899994,1,623056,-4,00342
4,18,-1,181948,1,623056,-3,913137
4,28,-1,426611,1,623056,-3,662857
4,38,-1,663235,1,623056,-3,404964
4,48,-1,899188,1,623056,-3,146456
4,58,-2,13508,1,623056,-2,887893
4,68,-2,370967,1,623056,-2,629325
4,78,-2,606853,1,623056,-2,370756
4,88,-2,836565,1,623056,-2,118953
4,98,-3,072451,1,623056,-1,860384
5,08,-3,308337,1,623056,-1,601815
5,18,-3,544222,1,623056,-1,343246
5,28,-3,780108,1,623056,-1,084677
5,38,-4,015994,1,623056,-0,8261086
5,48,-4,058683,1,623056,-0,5158169
5,58,-3,959303,1,623056,-0,1802226
5,68,-3,853272,1,623056,0,1369503
5,78,-3,741107,1,623056,0,4684905
5,88,-3,628809,1,623056,0,7999861
5,98,-3,516495,1,623056,1,131476
6,08,-3,40843,1,623056,1,450417
6,18,-3,296112,1,623056,1,781906
6,28,-3,190608,1,623056,2,093287
6,38,-3,07829,1,623056,2,424776
6,48,-2,835433,1,623056,2,605649
6,58,-2,492991,1,623056,2,677992
6,68,-2,148987,1,623056,2,7425
6,78,-1,804885,1,623056,2,806479
6,88,-1,460775,1,623056,2,870421
6,98,-1,116665,1,623056,2,93436
7,08,-0,7725544,1,623056,2,998298
7,18,-0,4284441,1,623056,3,062236
7,28,-0,0843339,1,623056,3,126174
7,38,0,2597766,1,623056,3,190112
7,48,0,6038866,1,623056,3,25405
7,58,0,9479971,1,623056,3,317989
7,68,1,292108,1,623056,3,381927
7,78,1,636218,1,623056,3,445865
7,86,1,962101,1,623056,3,506417
7,96,2,306211,1,623056,3,570355
8,059999,2,56996,1,623056,3,451148
8,16,2,74041,1,623056,3,155037
8,26,2,890387,1,623056,2,838799
8,36,3,03811,1,623056,2,5215
8,46,3,178391,1,623056,2,219619
8,559999,3,325858,1,623056,1,902202
8,66,3,473323,1,623056,1,584784
8,76,3,620788,1,623056,1,267366
8,86,3,768252,1,623056,0,9499485
8,96,3,915717,1,623056,0,6325305
9,059999,4,058379,1,623056,0,3254505
9,16,4,205844,1,623056,0,008032382
9,26,4,153567,1,623056,-0,2992107
9,36,3,954197,1,623056,-0,5868762
9,46,3,745178,1,623056,-0,8676095
9,559999,3,535219,1,623056,-1,14764
9,66,3,327401,1,623056,-1,424603
9,76,3,117327,1,623056,-1,704547
9,86,2,912644,1,623056,-1,9773
9,96,2,702568,1,623056,-2,257243
10,06,2,492491,1,623056,-2,537185
10,16,2,282413,1,623056,-2,817127
10,26,2,072336,1,623056,-3,09707
10,36,1,7438,1,623056,-3,217751
10,44,1,433645,1,623056,-3,31252
10,54,1,098285,1,623056,-3,412686
10,64,0,7628498,1,623056,-3,512604
10,74,0,4274044,1,623056,-3,612487
10,84,0,09195709,1,623056,-3,712363
10,94,-0,2434902,1,623056,-3,812238
11,04,-0,578938,1,623056,-3,912112
11,14,-0,9143856,1,623056,-4,011986
11,24,-1,18351,1,623056,-3,923992
11,34,-1,426964,1,623056,-3,672537
11,44,-1,647739,1,623056,-3,431026
11,54,-1,88328,1,623056,-3,172143
11,64,-2,11877,1,623056,-2,913214
11,74,-2,354255,1,623056,-2,65428
11,84,-2,58974,1,623056,-2,395346
11,94,-2,825224,1,623056,-2,136412
12,02,-3,044336,1,623056,-1,895481
12,12,-3,27982,1,623056,-1,636546
12,22,-3,501731,1,623056,-1,392538
12,32,-3,737215,1,623056,-1,133603
12,42,-3,9727,1,623056,-0,874669
12,52,-4,015271,1,623056,-0,5629662
12,62,-3,921084,1,623056,-0,22812
12,72,-3,815097,1,623056,0,1054466
12,82,-3,715193,1,623056,0,4161824
12,92,-3,607934,1,623056,0,7493426
13,-3,507645,1,623056,1,060808
13,1,-3,400368,1,623056,1,393962
13,2,-3,293092,1,623056,1,727117
13,3,-3,185816,1,623056,2,060271
13,4,-3,079238,1,623056,2,391253
13,5,-2,834854,1,623056,2,580596
13,6,-2,51844,1,623056,2,64929
13,7,-2,174726,1,623056,2,715328
13,8,-1,847843,1,623056,2,777629
13,9,-1,504025,1,623056,2,843121
14,-1,160206,1,623056,2,90861
14,1,-0,8163877,1,623056,2,974099
14,2,-0,472569,1,623056,3,039588
14,3,-0,1287508,1,623056,3,105077
14,38,0,1972651,1,623056,3,167174
14,48,0,5410838,1,623056,3,232663
14,58,0,8592863,1,623056,3,293273
